Time(minutes),Speed(MPH)
57.191,41.63187
57.196,41.0105
57.202,41.0105
57.208,41.0105
57.214,41.0105
57.219,39.76776
57.224,40.38913
57.23,39.76776
57.235,39.76776
57.24,39.14639
57.246,39.14639
57.251,39.14639
57.257,39.14639
57.262,39.14639
57.267,39.14639
57.273,39.14639
57.278,40.38913
57.283,40.38913
57.289,39.76776
57.295,40.38913
57.3,40.38913
57.305,41.0105
57.311,41.0105
57.317,42.25324
57.323,42.25324
57.329,44.11736
57.335,43.49598
57.34,44.11736
57.346,44.11736
57.352,44.73873
57.358,44.73873
57.363,44.73873
57.368,44.73873
57.374,44.73873
57.381,44.73873
57.386,44.73873
57.391,44.73873
57.397,44.73873
57.404,44.73873
57.411,45.98147
57.416,45.98147
57.421,45.3601
57.427,44.73873
57.432,44.73873
57.438,44.73873
57.444,44.73873
57.45,44.73873
57.455,44.73873
57.461,43.49598
57.467,44.11736
57.473,44.11736
57.479,43.49598
57.486,42.87461
57.493,42.87461
57.499,42.87461
57.505,42.87461
57.513,41.63187
57.518,41.63187
57.524,42.25324
57.53,42.87461
57.536,42.87461
57.541,41.63187
57.549,42.25324
57.555,42.87461
57.561,42.87461
57.566,42.87461
57.572,42.87461
57.577,42.87461
57.583,42.87461
57.59,44.11736
57.596,43.49598
57.603,42.87461
57.609,44.11736
57.615,43.49598
57.62,43.49598
57.627,42.87461
57.632,42.87461
57.639,42.87461
57.645,42.87461
57.651,42.87461
57.656,42.87461
57.662,42.87461
57.668,42.87461
57.674,42.87461
57.68,42.87461
57.685,42.87461
57.691,42.87461
57.696,42.87461
57.702,42.87461
57.707,42.87461
57.713,42.87461
57.718,42.87461
57.723,42.87461
57.729,42.87461
57.735,41.63187
57.741,41.0105
57.747,41.0105
57.752,41.0105
57.757,41.0105
57.763,41.0105
57.768,41.0105
57.774,41.0105
57.78,41.0105
57.786,41.0105
57.791,41.0105
57.797,42.25324
57.802,42.25324
57.808,41.63187
57.814,42.25324
57.82,41.63187
57.825,41.63187
57.83,42.25324
57.836,41.63187
57.841,42.25324
57.847,42.25324
57.853,41.63187
57.86,42.25324
57.865,42.25324
57.871,41.63187
57.877,42.25324
57.884,41.63187
57.889,41.63187
57.896,41.0105
57.902,42.25324
57.908,41.63187
57.913,41.63187
57.919,41.0105
57.924,41.0105
57.929,41.0105
57.935,41.0105
57.941,41.0105
57.947,39.76776
57.953,40.38913
57.958,40.38913
57.963,41.0105
57.969,39.76776
57.974,39.76776
57.98,39.14639
57.985,39.14639
57.991,39.14639
57.997,40.38913
58.002,39.76776
58.009,39.14639
58.015,39.14639
58.021,39.14639
58.027,39.14639
58.032,39.14639
58.038,39.14639
58.044,37.90364
58.049,38.52501
58.054,39.14639
58.06,39.14639
58.066,37.90364
58.072,37.28227
58.078,37.28227
58.083,37.28227
58.09,37.28227
58.096,36.03953
58.102,36.6609
58.108,36.6609
58.113,36.03953
58.119,35.41816
58.125,36.6609
58.131,36.6609
58.136,36.03953
58.141,36.6609
58.147,36.6609
58.153,36.03953
58.159,36.6609
58.164,36.03953
58.17,36.03953
58.176,36.6609
58.182,37.28227
58.187,37.28227
58.193,37.28227
58.199,37.28227
58.205,37.28227
58.211,37.28227
58.217,37.28227
58.222,37.28227
58.229,37.28227
58.234,37.28227
58.241,37.28227
58.247,37.28227
58.252,37.28227
58.258,36.03953
58.264,36.03953
58.269,35.41816
58.274,35.41816
58.28,35.41816
58.286,35.41816
58.292,34.17542
58.297,34.17542
58.303,32.3113
58.308,30.44719
58.313,29.82582
58.319,29.82582
58.324,28.58307
58.33,27.9617
58.335,27.9617
58.341,26.71896
58.346,24.85485
58.353,24.23348
58.359,24.23348
58.365,24.23348
58.371,22.99073
58.377,23.6121
58.382,23.6121
58.388,22.99073
58.393,21.12662
58.399,21.12662
58.404,21.74799
58.41,21.12662
58.415,20.50525
58.42,20.50525
58.426,20.50525
58.431,19.26251
58.437,19.26251
58.443,19.88388
58.448,20.50525
58.453,20.50525
58.459,20.50525
58.466,20.50525
58.471,21.74799
58.477,21.74799
58.482,21.12662
58.487,21.74799
58.493,21.74799
58.499,22.36936
58.504,22.36936
58.51,23.6121
58.516,23.6121
58.521,22.99073
58.527,23.6121
58.533,24.23348
58.538,24.23348
58.544,24.23348
58.55,25.47622
58.556,25.47622
58.561,24.85485
58.566,24.23348
58.572,24.23348
58.578,24.23348
58.583,24.23348
58.588,24.23348
58.594,24.23348
58.6,22.99073
58.606,23.6121
58.611,24.23348
58.617,24.23348
58.623,22.99073
58.628,23.6121
58.634,23.6121
58.64,22.99073
58.645,22.36936
58.651,23.6121
58.657,23.6121
58.662,22.99073
58.668,23.6121
58.674,23.6121
58.68,24.23348
58.686,25.47622
58.693,24.85485
58.698,25.47622
58.704,25.47622
58.71,26.09759
58.716,27.34033
58.722,26.71896
58.727,26.71896
58.733,28.58307
58.738,28.58307
58.743,28.58307
58.749,29.20445
58.755,29.82582
58.761,29.82582
58.766,29.82582
58.772,29.82582
58.778,29.82582
58.784,29.82582
58.789,31.06856
58.795,30.44719
58.8,29.82582
58.806,29.82582
58.812,31.06856
58.818,30.44719
58.823,29.82582
58.829,29.82582
58.834,31.06856
58.84,30.44719
58.846,30.44719
58.852,29.82582
58.857,29.82582
58.863,29.82582
58.869,29.82582
58.874,29.82582
58.879,28.58307
58.885,28.58307
58.89,29.20445
58.895,29.82582
58.901,29.82582
58.906,28.58307
58.912,29.20445
58.918,29.20445
58.923,29.82582
58.928,31.06856
58.934,30.44719
58.939,30.44719
58.945,31.06856
58.95,31.68993
58.956,31.68993
58.961,31.68993
58.966,32.93267
58.972,32.93267
58.977,33.55404
58.983,33.55404
58.989,33.55404
58.994,33.55404
59,34.79679
59.005,36.6609
59.01,36.6609
59.016,36.03953
59.021,36.6609
59.029,37.28227
59.034,37.28227
59.039,38.52501
59.045,37.90364
59.05,37.90364
59.056,38.52501
59.062,40.38913
59.068,39.76776
59.073,39.76776
59.079,40.38913
59.085,39.76776
59.09,39.76776
59.096,40.38913
59.101,41.0105
59.107,42.25324
59.112,42.25324
59.118,41.63187
59.124,42.25324
59.129,42.87461
59.135,42.87461
59.141,42.87461
59.146,44.11736
59.152,44.11736
59.158,43.49598
59.163,42.87461
59.169,42.87461
59.175,42.87461
59.181,44.11736
59.187,43.49598
59.192,43.49598
59.197,42.87461
59.203,41.63187
59.208,41.0105
59.214,41.0105
59.219,41.0105
59.225,41.0105
59.23,41.0105
59.235,39.76776
59.241,39.14639
59.246,39.14639
59.253,37.90364
59.259,37.28227
59.265,37.28227
59.27,37.28227
59.276,37.28227
59.281,37.28227
59.287,36.03953
59.292,36.03953
59.298,35.41816
59.303,36.6609
59.308,36.6609
59.314,36.03953
59.319,35.41816
59.325,35.41816
59.33,35.41816
59.336,35.41816
59.341,35.41816
59.347,36.6609
59.352,36.03953
59.357,36.6609
59.364,36.6609
59.369,38.52501
59.374,37.90364
59.379,37.90364
59.385,38.52501
59.39,39.14639
59.396,39.14639
59.402,39.14639
59.408,39.14639
59.413,40.38913
59.419,40.38913
59.425,39.76776
59.43,40.38913
59.435,41.0105
59.441,41.0105
59.447,42.25324
59.452,41.63187
59.458,41.63187
59.464,42.25324
59.469,44.11736
59.476,43.49598
59.482,43.49598
59.488,44.11736
59.494,44.73873
59.499,45.98147
59.504,45.98147
59.51,45.3601
59.516,45.98147
59.521,45.98147
59.526,46.60284
59.532,46.60284
59.537,46.60284
59.543,46.60284
59.549,45.3601
59.554,45.98147
59.56,45.98147
59.565,45.3601
59.57,43.49598
59.576,43.49598
59.581,44.11736
59.587,43.49598
59.593,44.11736
59.599,44.11736
59.605,44.73873
59.61,43.49598
59.616,43.49598
59.621,44.11736
59.627,44.73873
59.632,44.73873
59.637,44.73873
59.643,44.73873
59.648,44.73873
59.654,44.73873
59.659,45.98147
59.665,45.3601
59.671,45.3601
59.677,45.98147
59.683,45.3601
59.688,45.98147
59.693,45.98147
59.7,46.60284
59.705,45.3601
59.711,45.3601
59.717,45.98147
59.722,46.60284
59.728,45.3601
59.733,45.3601
59.738,45.98147
59.744,46.60284
59.75,46.60284
59.755,45.3601
59.761,44.73873
59.766,45.98147
59.772,45.98147
59.777,45.3601
59.782,44.73873
59.788,44.73873
59.793,45.98147
59.799,45.3601
59.804,45.3601
59.811,44.73873
59.816,44.73873
59.822,44.73873
59.827,44.73873
59.833,44.73873
59.838,44.73873
59.844,44.73873
59.849,44.73873
59.855,44.73873
59.861,44.73873
59.867,44.73873
59.872,44.73873
59.878,44.73873
59.883,44.73873
59.889,44.73873
59.896,44.73873
59.901,44.73873
59.906,44.73873
59.912,45.98147
59.918,45.3601
59.924,45.98147
59.929,45.98147
59.934,45.3601
59.94,45.98147
59.945,45.98147
59.95,46.60284
59.955,46.60284
59.961,46.60284
59.966,46.60284
59.972,46.60284
59.977,45.3601
59.983,45.3601
59.988,45.98147
59.994,45.3601
60,45.3601
60.005,45.98147
60.01,45.3601
60.016,45.3601
60.022,44.73873
60.027,45.98147
60.033,45.3601
60.039,45.3601
60.045,44.73873
60.05,45.98147
60.056,45.3601
60.061,45.3601
60.067,44.73873
60.072,45.98147
60.078,45.98147
60.083,45.3601
60.088,44.73873
60.094,44.73873
60.099,44.73873
60.105,44.73873
60.111,44.73873
60.116,43.49598
60.122,44.11736
60.128,43.49598
60.134,43.49598
60.139,42.87461
60.146,42.87461
60.151,44.11736
60.157,44.11736
60.162,43.49598
60.168,42.87461
60.174,42.87461
60.179,42.87461
60.184,42.87461
60.19,42.87461
60.196,42.87461
60.202,44.11736
60.207,43.49598
60.213,42.87461
60.218,42.87461
60.223,44.11736
60.229,43.49598
60.235,43.49598
60.24,42.87461
60.246,44.11736
60.252,44.73873
60.258,44.73873
60.263,43.49598
60.269,44.11736
60.275,44.11736
60.28,43.49598
60.286,44.11736
60.292,44.73873
60.297,44.73873
60.303,43.49598
60.309,44.11736
60.314,44.11736
60.319,44.73873
60.325,44.73873
60.331,44.73873
60.336,44.73873
60.342,44.73873
60.348,44.73873
60.353,44.73873
60.359,44.73873
60.365,44.73873
60.371,45.98147
60.376,45.98147
60.381,45.3601
60.387,44.73873
60.392,44.73873
60.398,45.98147
60.404,46.60284
60.409,45.3601
60.414,45.3601
60.42,45.98147
60.425,46.60284
60.431,46.60284
60.437,47.84558
60.442,47.22421
60.448,47.22421
60.453,46.60284
60.458,47.84558
60.463,47.84558
60.468,48.46695
60.475,47.22421
60.481,47.84558
60.487,48.46695
60.493,48.46695
60.499,47.22421
60.505,47.84558
60.51,47.84558
60.515,48.46695
60.521,48.46695
60.527,48.46695
60.533,48.46695
60.539,48.46695
60.545,48.46695
60.55,48.46695
60.556,48.46695
60.562,47.22421
60.568,46.60284
60.573,46.60284
60.579,46.60284
60.585,46.60284
60.59,46.60284
60.597,46.60284
60.602,46.60284
60.608,45.3601
60.614,45.98147
60.619,45.98147
60.625,46.60284
60.631,45.3601
60.637,45.98147
60.642,45.98147
60.648,46.60284
60.654,45.3601
60.659,45.3601
60.665,45.98147
60.671,45.3601
60.677,45.98147
60.682,45.98147
60.688,45.3601
60.694,45.98147
60.699,45.98147
60.704,45.3601
60.711,44.73873
60.716,45.98147
60.722,45.98147
60.727,45.3601
60.732,44.73873
60.738,44.73873
60.743,44.73873
60.749,45.98147
60.755,45.98147
60.76,45.3601
60.766,45.98147
60.771,45.3601
60.777,45.3601
60.782,45.98147
60.788,47.84558
60.794,47.22421
60.8,47.22421
60.806,47.84558
60.812,47.22421
60.818,47.84558
60.825,47.84558
60.83,48.46695
60.836,49.70969
60.841,49.08833
60.847,49.08833
60.852,49.70969
60.857,49.08833
60.863,49.08833
60.869,48.46695
60.875,48.46695
60.881,47.22421
60.887,47.22421
60.892,46.60284
60.898,46.60284
60.904,47.84558
60.909,47.84558
60.914,47.22421
60.92,46.60284
60.925,46.60284
60.93,46.60284
60.936,46.60284
60.942,46.60284
60.948,46.60284
60.954,47.84558
60.96,47.22421
60.966,47.22421
60.972,47.84558
60.977,48.46695
60.982,47.22421
60.988,47.22421
60.994,47.84558
61,47.22421
61.005,47.22421
61.01,46.60284
61.016,45.3601
61.021,45.98147
61.027,45.98147
61.032,45.3601
61.038,43.49598
61.043,43.49598
61.049,44.11736
61.055,44.73873
61.06,44.73873
61.065,43.49598
61.071,44.11736
61.077,44.73873
61.082,44.73873
61.088,43.49598
61.094,42.87461
61.099,44.11736
61.105,44.11736
61.111,43.49598
61.117,44.11736
61.122,44.11736
61.127,43.49598
61.133,42.87461
61.138,42.87461
61.144,42.87461
61.149,44.11736
61.154,43.49598
61.161,43.49598
61.166,42.87461
61.171,44.11736
61.177,44.11736
61.182,43.49598
61.188,44.11736
61.194,44.11736
61.199,43.49598
61.205,42.87461
61.21,44.11736
61.216,44.11736
61.222,43.49598
61.228,42.87461
61.234,44.11736
61.239,44.11736
61.245,43.49598
61.251,42.87461
61.257,44.11736
61.263,44.11736
61.269,43.49598
61.275,42.87461
61.281,44.11736
61.287,44.11736
61.292,44.73873
61.298,44.73873
61.304,44.73873
61.31,44.73873
61.315,44.73873
61.321,44.73873
61.327,44.73873
61.332,44.73873
61.338,44.73873
61.343,44.73873
61.349,44.73873
61.354,44.73873
61.36,45.98147
61.365,45.98147
61.371,45.3601
61.376,45.98147
61.382,45.98147
61.388,45.3601
61.393,45.98147
61.399,46.60284
61.405,46.60284
61.41,45.3601
61.416,45.98147
61.422,45.98147
61.428,45.3601
61.434,44.73873
61.439,44.73873
61.444,44.73873
61.45,44.73873
61.455,43.49598
61.46,43.49598
61.466,44.11736
61.471,43.49598
61.477,43.49598
61.483,44.11736
61.489,43.49598
61.495,42.87461
61.501,44.11736
61.507,43.49598
61.513,43.49598
61.519,42.87461
61.524,42.87461
61.53,42.87461
61.536,42.87461
61.541,42.87461
61.546,42.87461
61.552,42.87461
61.558,42.87461
61.564,42.87461
61.57,42.87461
61.576,42.87461
61.582,42.87461
61.587,42.87461
61.593,42.87461
61.598,41.63187
61.604,42.25324
61.61,42.87461
61.617,42.87461
61.623,41.63187
61.628,42.25324
61.634,42.25324
61.639,41.63187
61.644,41.0105
61.65,42.25324
61.655,42.25324
61.66,41.63187
61.666,41.0105
61.671,41.0105
61.676,42.25324
61.682,41.63187
61.688,41.63187
61.694,41.0105
61.699,42.25324
61.705,41.63187
61.711,41.63187
61.716,42.25324
61.722,42.87461
61.728,41.63187
61.734,41.63187
61.739,42.25324
61.745,42.87461
61.751,42.87461
61.757,42.87461
61.763,42.87461
61.768,42.87461
61.774,42.87461
61.78,42.87461
61.785,44.11736
61.791,43.49598
61.796,43.49598
61.802,42.87461
61.807,44.11736
61.813,44.11736
61.819,43.49598
61.825,42.87461
61.831,44.11736
61.837,44.11736
61.843,43.49598
61.849,42.87461
61.855,42.87461
61.86,42.87461
61.866,42.87461
61.871,42.87461
61.876,42.87461
61.882,44.11736
61.888,44.73873
61.894,43.49598
61.899,43.49598
61.905,44.11736
61.912,44.73873
61.917,44.73873
61.923,44.73873
61.928,44.73873
61.934,44.73873
61.94,44.73873
61.945,44.73873
61.951,43.49598
61.957,44.11736
61.963,44.11736
61.968,44.73873
61.975,43.49598
61.98,44.11736
61.986,44.11736
61.992,44.73873
61.998,43.49598
62.004,44.11736
62.01,44.11736
62.016,43.49598
62.022,44.11736
62.027,44.73873
62.033,44.73873
62.039,44.73873
62.044,44.73873
62.049,44.73873
62.055,44.73873
62.06,44.73873
62.065,44.73873
62.072,44.73873
62.077,44.73873
62.083,44.73873
62.088,44.73873
62.093,44.73873
62.099,44.73873
62.104,44.73873
62.109,44.73873
62.115,44.73873
62.12,44.73873
62.127,44.73873
62.132,44.73873
62.138,44.73873
62.144,44.73873
62.15,44.73873
62.156,44.73873
62.162,44.73873
62.167,44.73873
62.173,44.73873
62.179,44.73873
62.185,44.73873
62.191,44.73873
62.197,44.73873
62.203,45.98147
62.209,45.3601
62.215,45.3601
62.22,45.98147
62.226,45.3601
62.232,45.98147
62.238,45.98147
62.244,46.60284
62.25,45.3601
62.255,45.98147
62.261,45.98147
62.267,46.60284
62.272,45.3601
62.278,45.98147
62.284,45.98147
62.29,45.3601
62.296,44.73873
62.303,45.98147
62.309,45.3601
62.314,45.3601
62.32,44.73873
62.327,44.73873
62.332,44.73873
62.338,44.73873
62.344,44.73873
62.35,44.73873
62.355,44.73873
62.361,44.73873
62.367,44.73873
62.373,44.73873
62.379,44.73873
62.385,44.73873
62.39,43.49598
62.396,44.11736
62.401,44.11736
62.407,43.49598
62.412,42.87461
62.419,42.87461
62.424,44.11736
62.429,43.49598
62.435,44.11736
62.441,44.11736
62.446,43.49598
62.452,44.11736
62.458,44.73873
62.463,44.73873
62.469,43.49598
62.475,42.87461
62.48,42.87461
62.486,44.11736
62.493,43.49598
62.499,44.11736
62.504,44.11736
62.51,44.73873
62.517,44.73873
62.522,43.49598
62.527,43.49598
62.533,44.11736
62.539,44.73873
62.544,44.73873
62.55,44.73873
62.556,43.49598
62.561,44.11736
62.567,44.11736
62.572,44.73873
62.577,44.73873
62.583,44.73873
62.588,43.49598
62.594,44.11736
62.599,44.11736
62.604,44.73873
62.61,43.49598
62.615,42.87461
62.62,42.87461
62.626,44.11736
62.632,43.49598
62.638,44.11736
62.645,44.11736
62.651,44.73873
62.656,44.73873
62.662,43.49598
62.667,43.49598
62.672,44.11736
62.678,44.73873
62.684,44.73873
62.69,43.49598
62.696,44.11736
62.701,45.98147
62.707,45.98147
62.713,45.3601
62.718,44.73873
62.724,44.73873
62.729,45.98147
62.735,46.60284
62.741,46.60284
62.747,46.60284
62.753,45.3601
62.759,45.98147
62.765,45.98147
62.771,46.60284
62.777,45.3601
62.783,44.73873
62.788,44.73873
62.794,45.98147
62.8,45.3601
62.806,44.73873
62.812,44.73873
62.818,45.98147
62.823,45.3601
62.828,44.73873
62.834,44.73873
62.84,45.98147
62.845,45.3601
62.851,44.73873
62.857,44.73873
62.863,45.98147
62.868,45.3601
62.875,44.73873
62.882,44.73873
62.888,45.98147
62.894,45.3601
62.9,43.49598
62.905,43.49598
62.911,44.11736
62.917,44.73873
62.922,43.49598
62.927,43.49598
62.933,42.87461
62.939,44.11736
62.945,43.49598
62.951,43.49598
62.956,44.11736
62.961,44.73873
62.967,44.73873
62.973,44.73873
62.979,44.73873
62.984,44.73873
62.99,44.73873
62.996,44.73873
63.002,44.73873
63.008,45.98147
63.013,45.98147
63.019,45.3601
63.025,44.73873
63.031,44.73873
63.036,44.73873
63.042,44.73873
63.048,44.73873
63.054,44.73873
63.06,43.49598
63.065,42.87461
63.07,42.87461
63.076,42.87461
63.082,42.87461
63.088,42.87461
63.094,42.87461
63.1,42.87461
63.106,42.87461
63.112,42.87461
63.118,42.87461
63.124,42.87461
63.13,44.11736
63.135,43.49598
63.141,42.87461
63.147,42.87461
63.153,44.11736
63.159,43.49598
63.165,44.11736
63.171,44.11736
63.177,43.49598
63.182,44.11736
63.188,44.73873
63.193,44.73873
63.199,43.49598
63.205,44.11736
63.21,44.11736
63.216,44.73873
63.223,44.73873
63.228,44.73873
63.234,44.73873
63.24,44.73873
63.245,44.73873
63.251,44.73873
63.256,45.98147
63.262,45.3601
63.268,44.73873
63.274,44.73873
63.28,45.98147
63.285,45.3601
63.291,44.73873
63.297,44.73873
63.303,44.73873
63.309,44.73873
63.315,44.73873
63.321,44.73873
63.327,44.73873
63.333,44.73873
63.34,44.73873
63.345,44.73873
63.35,44.73873
63.356,44.73873
63.361,44.73873
63.367,44.73873
63.372,44.73873
63.378,44.73873
63.384,43.49598
63.39,43.49598
63.396,44.11736
63.401,44.73873
63.407,44.73873
63.413,43.49598
63.418,44.11736
63.424,43.49598
63.429,43.49598
63.435,42.87461
63.441,44.11736
63.446,44.11736
63.452,43.49598
63.457,42.87461
63.463,44.11736
63.469,44.11736
63.474,43.49598
63.48,44.11736
63.486,44.11736
63.491,44.73873
63.498,43.49598
63.504,44.11736
63.509,44.11736
63.514,44.73873
63.52,44.73873
63.525,44.73873
63.53,43.49598
63.537,44.11736
63.542,44.73873
63.549,44.73873
63.555,43.49598
63.56,44.11736
63.566,43.49598
63.572,43.49598
63.577,44.11736
63.583,43.49598
63.589,42.87461
63.594,42.87461
63.599,44.11736
63.605,43.49598
63.611,43.49598
63.616,42.87461
63.622,44.11736
63.627,44.11736
63.632,43.49598
63.638,42.87461
63.644,44.11736
63.65,44.11736
63.656,43.49598
63.661,42.87461
63.666,42.87461
63.672,44.11736
63.679,44.73873
63.685,43.49598
63.691,44.11736
63.697,44.11736
63.702,44.73873
63.708,44.73873
63.713,44.73873
63.719,44.73873
63.725,44.73873
63.73,44.73873
63.735,44.73873
63.741,44.73873
63.746,44.73873
63.751,44.73873
63.757,44.73873
63.763,44.73873
63.768,44.73873
63.774,45.98147
63.779,45.3601
63.785,45.3601
63.791,44.73873
63.796,45.98147
63.802,45.3601
63.808,45.3601
63.814,44.73873
63.82,45.98147
63.826,45.3601
63.831,45.3601
63.837,44.73873
63.842,45.98147
63.848,45.3601
63.853,45.3601
63.859,44.73873
63.865,45.98147
63.871,45.3601
63.877,45.3601
63.883,44.73873
63.888,45.98147
63.894,46.60284
63.9,46.60284
63.906,46.60284
63.912,46.60284
63.917,46.60284
63.922,46.60284
63.928,46.60284
63.934,46.60284
63.939,47.84558
63.944,48.46695
63.95,47.22421
63.957,47.22421
63.962,47.84558
63.968,48.46695
63.974,47.22421
63.98,47.22421
63.985,47.84558
63.991,47.22421
63.997,46.60284
64.002,46.60284
64.008,46.60284
64.013,46.60284
64.019,46.60284
64.025,45.3601
64.03,45.98147
64.036,45.98147
64.041,45.3601
64.046,44.73873
64.052,45.98147
64.057,45.98147
64.063,45.3601
64.069,44.73873
64.074,44.73873
64.08,44.73873
64.086,44.73873
64.091,44.73873
64.096,43.49598
64.102,44.11736
64.107,44.73873
64.113,44.73873
64.118,43.49598
64.124,44.11736
64.13,44.11736
64.135,44.73873
64.14,43.49598
64.146,43.49598
64.151,44.11736
64.157,44.73873
64.162,43.49598
64.168,43.49598
64.174,42.87461
64.18,44.11736
64.185,44.73873
64.191,44.73873
64.197,43.49598
64.203,44.11736
64.209,44.73873
64.215,44.73873
64.221,44.73873
64.226,43.49598
64.232,44.11736
64.238,44.11736
64.245,44.73873
64.25,43.49598
64.256,42.87461
64.262,42.87461
64.268,44.11736
64.274,43.49598
64.279,42.87461
64.285,42.87461
64.291,42.87461
64.297,42.87461
64.303,42.87461
64.309,44.11736
64.314,43.49598
64.32,42.87461
64.326,42.87461
64.332,44.11736
64.337,43.49598
64.343,44.11736
64.348,44.11736
64.354,43.49598
64.36,44.11736
64.366,44.73873
64.371,44.73873
64.376,44.73873
64.382,44.73873
64.387,44.73873
64.393,43.49598
64.399,42.87461
64.405,42.87461
64.41,42.87461
64.416,42.87461
64.421,42.87461
64.427,42.87461
64.432,42.87461
64.438,44.11736
64.444,44.11736
64.449,43.49598
64.455,44.11736
64.461,44.73873
64.466,44.73873
64.473,43.49598
64.478,44.11736
64.483,44.73873
64.489,44.73873
64.494,43.49598
64.5,44.11736
64.506,44.11736
64.512,44.73873
64.517,44.73873
64.522,44.73873
64.528,44.73873
64.534,45.98147
64.539,45.3601
64.544,45.3601
64.55,44.73873
64.556,44.73873
64.561,43.49598
64.567,43.49598
64.572,44.11736
64.577,44.11736
64.584,43.49598
64.589,44.11736
64.595,44.73873
64.6,44.73873
64.606,43.49598
64.611,44.11736
64.616,44.73873
64.622,44.73873
64.628,44.73873
64.633,44.73873
64.639,44.73873
64.645,44.73873
64.65,44.73873
64.656,44.73873
64.661,44.73873
64.667,44.73873
64.673,44.73873
64.678,44.73873
64.684,44.73873
64.69,44.73873
64.697,44.73873
64.702,44.73873
64.707,44.73873
64.713,44.73873
64.718,44.73873
64.724,44.73873
64.73,44.73873
64.735,44.73873
64.741,44.73873
64.747,44.73873
64.753,44.73873
64.759,44.73873
64.764,44.73873
64.77,44.73873
64.776,44.73873
64.781,44.73873
64.787,44.73873
64.793,44.73873
64.799,45.98147
64.805,45.98147
64.811,45.3601
64.817,44.73873
64.823,45.98147
64.828,45.98147
64.833,45.3601
64.839,45.98147
64.844,45.3601
64.85,45.3601
64.856,44.73873
64.861,45.98147
64.867,45.98147
64.873,45.3601
64.878,44.73873
64.884,44.73873
64.89,44.73873
64.896,43.49598
64.901,44.11736
64.907,44.11736
64.913,43.49598
64.918,42.87461
64.925,42.87461
64.931,42.87461
64.936,42.87461
64.942,42.87461
64.948,42.87461
64.954,42.87461
64.959,44.11736
64.964,43.49598
64.97,42.87461
64.975,42.87461
64.981,42.87461
64.986,42.87461
64.992,42.87461
64.997,44.11736
65.003,43.49598
65.008,43.49598
65.013,44.11736
65.019,43.49598
65.024,44.11736
65.03,44.11736
65.036,44.73873
65.041,43.49598
65.047,43.49598
65.052,44.11736
65.057,44.73873
65.063,44.73873
65.069,44.73873
65.074,45.98147
65.08,45.3601
65.086,45.3601
65.091,44.73873
65.096,45.98147
65.102,45.98147
65.108,45.3601
65.113,45.98147
65.119,45.98147
65.124,46.60284
65.13,45.3601
65.136,45.98147
65.141,45.98147
65.147,46.60284
65.153,46.60284
65.158,46.60284
65.163,46.60284
65.169,46.60284
65.175,45.3601
65.18,45.3601
65.186,45.98147
65.192,45.3601
65.198,45.3601
65.203,44.73873
65.209,44.73873
65.215,43.49598
65.22,43.49598
65.226,42.87461
65.232,44.11736
65.238,43.49598
65.243,43.49598
65.248,41.63187
65.254,42.25324
65.261,42.87461
65.266,42.87461
65.272,41.63187
65.277,41.0105
65.283,41.0105
65.288,42.25324
65.293,41.63187
65.299,41.63187
65.305,41.0105
65.31,42.25324
65.316,41.63187
65.321,41.63187
65.326,41.0105
65.332,42.25324
65.338,42.25324
65.343,41.63187
65.348,42.25324
65.354,41.63187
65.36,41.63187
65.365,42.25324
65.372,41.63187
65.378,41.63187
65.383,42.25324
65.389,41.63187
65.394,41.63187
65.4,41.0105
65.405,42.25324
65.411,41.63187
65.417,41.63187
65.423,41.0105
65.429,41.0105
65.434,39.76776
65.439,39.76776
65.445,40.38913
65.45,39.76776
65.455,39.76776
65.461,39.14639
65.467,39.14639
65.472,39.14639
65.478,39.14639
65.484,37.90364
65.49,38.52501
65.495,38.52501
65.501,36.6609
65.507,36.6609
65.513,36.03953
65.518,36.03953
65.524,35.41816
65.529,35.41816
65.535,34.17542
65.54,34.17542
65.546,33.55404
65.551,33.55404
65.556,32.3113
65.562,30.44719
65.567,29.82582
65.572,29.82582
65.578,28.58307
65.583,28.58307
65.588,25.47622
65.594,22.99073
65.6,22.36936
65.605,22.36936
65.611,19.88388
65.617,19.88388
65.622,20.50525
65.628,20.50525
65.633,21.74799
65.639,22.36936
65.644,22.36936
65.65,23.6121
65.655,25.47622
65.661,25.47622
65.667,27.34033
65.672,27.9617
65.678,27.9617
65.684,27.9617
65.69,30.44719
65.695,31.68993
65.701,32.93267
65.707,32.93267
65.713,33.55404
65.719,33.55404
65.725,34.79679
65.731,34.79679
65.737,34.17542
65.743,34.79679
65.748,36.6609
65.754,36.6609
65.76,36.03953
65.766,35.41816
65.771,36.6609
65.776,36.6609
65.782,37.28227
65.788,37.28227
65.794,37.28227
65.799,37.28227
65.805,37.28227
65.811,38.52501
65.817,38.52501
65.823,37.90364
65.829,38.52501
65.835,37.90364
65.841,37.90364
65.846,38.52501
65.852,39.14639
65.858,39.14639
65.863,39.14639
65.868,39.14639
65.874,39.14639
65.879,39.14639
65.885,40.38913
65.891,39.76776
65.896,40.38913
65.901,40.38913
65.907,39.76776
65.912,39.76776
65.918,40.38913
65.924,41.0105
65.929,41.0105
65.936,41.0105
65.942,41.0105
65.947,41.0105
65.952,39.76776
65.958,39.76776
65.964,40.38913
65.97,39.76776
65.975,39.14639
65.98,39.14639
65.986,37.90364
65.991,37.90364
65.997,38.52501
